,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
6199,-0.215336,-0.102811,0.360101,0.941284,0.273364,0.333428,0.308219,0.219991,E
6201,0.426544,0.588093,0.160942,-0.889699,0.06574,0.371178,0.799176,0.344717,F
6202,-0.252367,-0.110662,0.452567,0.888321,0.979286,-0.308329,-0.508704,-0.091823,D
6203,0.117948,0.124874,0.128935,0.3837,-0.10036,0.031425,0.669326,-0.216549,A
6204,-0.141273,-0.024299,0.562816,-1.881367,-1.055431,0.031425,0.146489,0.687713,C
6205,0.019197,-0.040001,0.288973,-0.042597,-0.307984,-0.119577,-0.699635,-0.808997,F
6207,0.117948,-0.291239,0.306755,0.255993,-0.307984,0.408929,-0.208056,-0.65309,A
6208,0.192011,-0.03215,0.249852,-0.418765,-0.515608,0.144676,0.302355,0.064084,F
6209,0.105604,-0.189174,0.164499,-0.683757,-0.432558,0.144676,0.673636,0.687713,A
6211,0.056229,-0.087108,0.089814,1.312409,1.26996,-0.157328,0.586791,0.157628,A
6214,0.500607,-0.220579,-0.03466,0.497323,-0.141884,0.597681,0.231004,-0.029461,A
6218,-0.425181,-0.071406,0.424116,1.863279,-0.058835,0.295677,0.802962,0.843621,X
6220,0.364825,0.195534,0.175168,-0.027618,-0.349509,0.295677,0.213141,0.531806,A
6221,0.09326,0.2976,-0.013322,0.1091,-0.349509,0.182426,-0.593297,-0.933723,A
6222,-0.017834,-0.354049,0.42056,-0.176032,-0.681707,0.144676,-0.345343,-0.216549,F
6224,0.130292,-0.024299,0.246296,0.121006,0.356414,0.069175,0.066264,-0.310094,A
6226,0.25373,0.219088,0.14316,0.720541,-0.972381,0.144676,0.325945,-0.684271,A
6228,-0.017834,0.132725,0.125378,1.357345,0.273364,0.144676,0.954228,-0.154186,A
6230,0.340137,-0.29909,0.719297,-0.434818,1.477585,0.446679,-0.823952,-0.65309,D
6231,0.179667,-0.291239,0.228514,1.550427,-0.058835,0.635431,2.104707,0.594169,A
6233,-0.128929,-0.134216,0.264078,0.430695,-0.058835,0.408929,0.377144,-0.247731,F
6234,0.09326,0.344707,0.14316,-0.026574,-0.058835,0.710932,-0.35672,-0.029461,G
6236,-0.178304,-0.620989,0.32098,0.699028,-0.10036,0.446679,-0.108358,0.531806,E
6239,-0.486901,-0.03215,0.196506,-0.633748,-0.847807,-0.157328,0.013648,0.937165,H
6242,-0.462213,0.352558,0.150273,0.56049,-0.141884,0.295677,-0.245683,0.157628,E
6243,0.080916,0.10132,0.10404,0.14049,0.605563,0.52218,-0.462262,-0.715453,A
6244,-0.00549,-0.322644,0.100483,-0.519439,-1.013906,0.182426,-0.593608,0.126447,A
6246,-0.128929,0.069915,0.313868,0.510511,0.273364,0.295677,-1.06278,-0.996086,H
6247,-0.22768,0.250492,0.207175,-0.481276,-0.307984,0.106925,0.151478,1.03071,E
6248,0.09326,-0.385453,0.352988,0.546705,-0.307984,0.295677,0.468493,0.282354,A
6249,0.117948,-0.29909,0.473906,-0.204438,0.231839,0.220177,-0.052889,-0.091823,A
6250,0.167323,-0.322644,0.306755,-0.543548,-0.847807,0.031425,0.045179,-0.43482,F
6255,0.463576,0.109171,0.224957,-1.411178,1.186911,0.144676,-0.63869,0.095265,A
6259,0.043885,-0.157769,0.328093,0.552225,0.979286,-0.232828,-0.035182,0.18881,A
6261,-0.00549,-0.204876,0.32098,-0.694588,0.356414,0.55993,0.024385,-0.091823,F
6262,-0.32643,-0.079257,0.239183,0.566935,-0.349509,0.295677,0.834415,0.438262,E
6263,0.241386,0.23479,0.121822,1.037988,-0.183409,0.031425,1.043422,0.064084,A
6264,0.229043,-0.000745,0.171611,-0.002793,-0.01731,0.069175,0.537961,-0.154186,A
6265,0.15498,-0.448263,0.356544,-0.003837,-0.432558,0.106925,0.052265,0.126447,F
6266,-0.042522,-0.322644,0.310311,0.287293,-1.096956,-0.006326,0.859034,0.064084,F
6267,0.31545,-0.047852,0.14316,-0.574788,0.647088,0.371178,-0.630535,0.001721,A
6268,0.463576,0.109171,0.224957,-1.411178,-0.183409,0.597681,0.257816,0.594169,A
6270,0.204355,-0.448263,0.349432,0.689659,-0.141884,0.408929,0.526176,0.313536,A
6271,-0.042522,0.007106,0.264078,-0.162546,0.024215,0.144676,0.527535,1.217798,E
6272,-0.030178,0.438921,-0.045329,0.766462,-0.266459,0.069175,0.680626,0.531806,A
6273,0.340137,-0.29909,0.719297,-0.434818,-0.723232,0.446679,0.256263,0.095265,D
6274,0.09326,0.10132,0.313868,0.756586,-0.141884,0.408929,1.477143,0.282354,A
6275,0.043885,-0.173471,0.285416,-0.775121,0.647088,0.861934,0.414537,-0.091823,F
6277,0.056229,-0.291239,0.239183,0.767954,-0.307984,0.786433,0.410713,0.344717,A
6279,0.080916,0.313302,0.079145,0.588985,-0.307984,0.257927,0.340041,-0.091823,F
6280,0.303106,-0.03215,0.367214,-0.350585,0.688613,0.597681,0.000853,0.18881,A
6281,-0.22768,0.046362,0.214288,0.746888,-0.349509,0.333428,1.607945,1.186617,E
6282,-0.030178,0.093469,0.235627,1.206186,0.480988,0.144676,0.762345,0.40708,A
6284,0.192011,0.148427,0.19295,-1.29308,-0.598658,0.257927,-0.522217,0.843621,H
6286,-0.042522,0.187683,0.224957,0.290963,-0.224934,0.824183,-0.143694,0.313536,A
6287,0.241386,-0.322644,0.28186,0.274612,-0.432558,0.446679,0.648357,0.157628,F
6288,0.006853,0.164129,0.125378,0.58451,-0.598658,0.069175,1.601829,0.656532,A
6291,-0.22768,-0.110662,0.196506,1.060099,1.35301,0.144676,0.309733,0.968347,X
6293,0.068573,-0.016448,0.274747,-0.03633,-0.847807,0.484429,0.40118,0.750076,H
6297,0.15498,0.054213,0.164499,-0.048325,-0.598658,-0.232828,-0.062635,0.064084,A
6300,0.130292,0.336855,0.100483,0.382834,-0.266459,0.031425,0.958713,0.375899,A
6302,0.142636,0.486028,0.100483,-0.448543,-0.141884,0.220177,0.384657,0.095265,A
6303,-0.178304,0.258344,-0.12357,0.228303,0.522513,0.52218,0.132975,0.375899,F
6304,0.216699,0.321153,0.128935,0.491087,0.605563,0.597681,0.120976,-0.029461,A
6305,-0.042522,0.2976,0.079145,1.500568,-0.391033,0.295677,1.686324,0.18881,F
6306,-0.22768,0.109171,0.413447,0.118917,-0.515608,0.52218,0.844589,0.282354,D
6307,0.09326,0.344707,0.14316,-0.026574,0.024215,0.257927,-0.206891,0.18881,G
6310,-0.240024,-0.424709,0.089814,1.094532,0.730137,-0.119577,0.476977,0.500624,A
6313,-0.116585,-0.652394,0.505913,-1.24874,-1.636779,0.106925,-0.600597,0.126447,E
6316,0.09326,0.2976,-0.013322,0.1091,0.480988,0.144676,-0.170507,0.064084,A
6319,-0.042522,-0.29909,0.182281,1.151314,1.43606,0.55993,-0.686044,-0.43482,A
6320,0.031541,0.203385,0.086258,0.045008,-0.01731,0.484429,-0.226443,0.064084,F
6321,-0.116585,0.305451,0.036468,-0.41038,-1.096956,-0.38383,0.349632,0.937165,H
6322,-0.301743,0.195534,0.381439,0.351116,-0.515608,0.408929,-0.08805,0.344717,E
6324,0.019197,0.038511,0.19295,0.323367,0.564038,0.371178,-0.066712,0.219991,F
6325,0.117948,-0.220579,0.367214,0.914608,0.190314,-0.270579,0.914174,0.562987,A
6326,0.327793,0.336855,-0.020434,1.086893,-0.307984,0.220177,0.449873,-0.528364,A
6328,-0.314087,-0.157769,0.043581,1.051505,0.937762,0.710932,-0.454729,-0.559546,E
6329,0.031541,0.203385,0.086258,0.045008,-1.096956,-0.308329,0.505188,0.40708,F
6332,0.09326,0.10132,0.313868,0.756586,0.439463,0.710932,0.453563,0.282354,A
6333,-0.00549,0.486028,0.118265,0.446569,-0.640182,0.182426,0.92726,0.718895,G
6334,-0.116585,-0.581733,0.569929,1.083313,0.564038,0.069175,0.217879,-0.310094,D
6335,0.031541,-0.09496,-0.031104,0.803253,0.107265,0.371178,0.706487,0.064084,A
6336,-0.116585,0.281897,0.175168,-0.15249,0.231839,0.408929,-0.913438,-0.278912,E
6337,0.303106,0.022808,0.146717,-1.815842,-0.266459,0.55993,-1.896381,-0.840179,A
6339,0.019197,0.077766,0.349432,-0.356523,0.107265,0.55993,0.182077,0.562987,H
6345,0.068573,0.148427,0.111153,0.179577,0.771662,0.824183,-0.311851,-0.091823,A
6348,-0.128929,0.572391,-0.031104,0.319399,1.311485,0.182426,-0.315385,0.282354,G
6349,-0.252367,0.281897,0.146717,-0.082938,0.605563,0.295677,-0.669774,0.62535,E
6351,0.266074,0.580242,0.114709,-0.165469,-0.349509,0.182426,0.4563,0.375899,A
6352,0.117948,-0.220579,0.367214,0.914608,-0.183409,0.182426,1.403461,0.344717,A
6353,-0.202992,0.36826,0.388552,0.915832,-0.557133,0.106925,0.883594,0.562987,D
6357,-0.030178,0.093469,0.235627,1.206186,0.273364,0.635431,0.46727,0.469443,A
6358,0.043885,0.572391,0.00446,-0.3331,-0.847807,0.635431,0.273135,0.562987,G
6361,0.019197,0.588093,0.260522,-1.348758,0.356414,0.069175,-1.135103,-0.466001,A
6364,0.09326,-0.267686,0.168055,-0.383884,-0.847807,0.408929,0.250167,0.313536,A
6367,0.105604,0.721563,0.086258,0.505409,0.06574,0.635431,0.416498,-0.247731,F
6372,0.09326,0.148427,0.171611,0.970704,0.854712,0.635431,0.269291,-0.528364,A
6373,-0.091897,0.43107,0.047137,-0.048505,-0.764757,0.144676,0.628127,0.344717,G
6374,0.192011,0.242641,0.164499,0.576722,0.024215,0.408929,0.714176,0.032902,A
6375,-0.017834,0.23479,-0.180472,0.621032,0.647088,0.597681,0.410771,0.001721,F
6380,0.031541,0.140576,0.399221,-0.817372,-0.723232,0.182426,0.84356,0.656532,H
6381,-0.104241,-0.314793,0.665951,-0.06411,-0.847807,0.182426,0.817698,0.282354,C
6382,0.080916,0.438921,0.14316,-0.523288,-0.806282,0.371178,-0.324316,-0.060642,G
6385,0.266074,0.211237,0.114709,0.937882,1.394535,0.635431,-0.106727,-0.43482,A
6388,-0.22768,0.085618,0.239183,-0.523467,-0.141884,-0.006326,0.340506,0.62535,E
6389,0.15498,-0.040001,0.363657,1.200934,0.480988,0.144676,0.74458,0.562987,A
6390,0.167323,0.588093,-0.002652,-0.309259,0.896237,-0.006326,1.103163,0.126447,F
6391,-0.091897,-0.118513,0.189393,1.280303,-0.598658,-0.157328,0.498568,-0.310094,A
6393,0.031541,0.36826,-0.027547,0.237135,-0.349509,0.333428,0.022793,0.219991,A
6394,-0.215336,0.360409,0.096927,0.286189,-0.01731,0.446679,-0.68418,-0.746634,F
6395,0.031541,-0.118513,0.374326,-0.066706,-0.640182,0.295677,0.696158,0.438262,A
6396,-0.264711,-0.275537,0.384996,1.343918,1.26996,0.257927,0.567919,-0.029461,A
6397,0.241386,-0.126364,0.417003,0.096091,0.024215,0.257927,0.982419,0.874802,A
6398,-0.030178,0.093469,0.235627,1.206186,0.522513,0.106925,0.439739,0.500624,A
6399,-0.054866,-0.220579,0.466793,-0.21697,2.017408,-0.157328,-1.11728,-0.715453,D
6404,-0.06721,0.462474,0.10404,0.463129,0.107265,0.52218,0.687421,0.064084,F
6405,0.105604,0.556689,-0.031104,0.619301,-0.764757,-0.081827,-0.318084,-0.372457,A
6407,0.15498,-0.471816,0.50947,1.205082,-0.10036,0.257927,1.453476,0.001721,A
6408,-0.017834,-0.275537,0.388552,0.949727,0.854712,0.333428,-0.704489,-1.120812,F
6409,0.130292,-0.314793,0.417003,1.051058,0.480988,0.484429,0.795138,0.656532,A
6410,-0.38815,0.321153,0.107596,0.886232,1.477585,0.295677,-0.65894,-0.684271,F
6412,0.006853,-0.267686,0.40989,0.565443,1.394535,0.220177,-0.715186,-0.185368,F
6418,-0.030178,0.093469,0.235627,1.206186,0.314889,0.182426,0.968886,0.62535,A
6419,0.241386,-0.110662,0.324537,-0.772226,-0.01731,0.446679,-0.849153,-0.185368,F
6420,-0.264711,-0.09496,0.01513,-0.597346,-0.391033,0.295677,-0.311696,0.375899,E
6421,0.266074,0.415367,0.089814,-0.68501,-0.058835,0.182426,-0.764793,0.251173,G
6423,-0.153617,-0.087108,0.299642,0.689629,0.647088,0.069175,-0.361321,-0.247731,F
6425,0.019197,0.093469,0.473906,1.897295,-0.141884,-0.195078,-0.437624,0.718895,X
6426,0.167323,-0.322644,0.306755,-0.543548,-0.557133,-0.006326,0.521614,-0.091823,F
6428,0.056229,0.054213,0.392108,-0.02896,-0.515608,0.031425,0.195998,0.843621,H
6431,-0.00549,0.611647,0.022242,1.012179,1.934358,0.635431,0.062847,-0.154186,A
6434,0.09326,0.054213,0.374326,0.378926,-0.972381,0.106925,1.927911,0.937165,H
6435,0.290762,0.156278,0.136047,1.401386,-0.557133,0.257927,0.146294,-0.43482,A
6436,0.216699,-0.424709,0.306755,-0.043283,-0.307984,0.182426,-0.84327,-0.933723,A
6437,-0.079554,-0.173471,0.367214,0.324501,0.979286,0.106925,-0.611994,-0.185368,F
6439,-0.054866,0.203385,0.05425,-0.028782,-0.764757,0.144676,0.474124,0.500624,G
6440,0.019197,-0.605286,0.502357,0.181368,0.107265,0.333428,-0.630749,-0.840179,A
6442,0.15498,-0.040001,0.363657,1.200934,0.439463,0.408929,1.29856,0.812439,A
6445,0.438888,0.195534,0.14316,-0.809435,-1.055431,0.333428,-0.30059,-0.123005,F
6446,-0.091897,-0.118513,0.189393,1.280303,0.979286,-0.006326,-0.021416,-0.185368,A
6448,-0.079554,0.313302,0.139604,0.295528,0.854712,0.257927,0.76914,0.18881,A
6451,0.142636,0.164129,0.200063,-0.249732,0.356414,0.446679,-1.071615,-0.840179,A
6453,-0.00549,-0.259834,0.367214,-0.156667,-0.723232,-0.195078,0.169729,0.032902,F
6454,0.019197,0.525284,0.068476,0.166658,0.314889,0.257927,0.113171,0.282354,F
6455,-0.042522,0.10132,0.288973,0.722153,0.314889,0.182426,1.172728,0.531806,A
6458,0.080916,-0.118513,0.445454,-0.188027,-0.01731,0.52218,1.028084,0.687713,A
6460,-0.091897,-0.189174,0.345875,0.235912,1.062336,0.257927,-0.084011,0.282354,A
6461,-0.00549,0.760819,-0.095119,-0.016936,-0.183409,0.257927,-0.380912,-0.247731,F
6462,0.142636,0.43107,0.032912,-0.486796,-1.013906,-0.081827,0.330352,0.438262,G
6463,-0.22768,0.046362,0.214288,0.746888,-0.723232,-0.081827,1.38956,1.217798,E
6464,0.006853,0.407516,0.274747,-0.083803,-0.10036,0.55993,-0.337091,0.126447,H
6466,0.179667,0.321153,0.242739,0.045844,-0.224934,0.295677,0.130005,-0.029461,A
6469,0.192011,-0.369751,0.278304,-0.659618,-0.266459,0.673182,-0.279485,-0.029461,F
6470,0.031541,0.140576,0.399221,-0.817372,0.273364,0.673182,-0.731806,0.157628,H
6471,0.117948,0.23479,0.050694,0.220456,0.813187,-0.119577,-0.404929,-0.403638,A
6472,0.080916,-0.126364,0.360101,-0.587947,-0.224934,0.371178,0.846666,-0.216549,F
6473,-0.079554,0.313302,0.139604,0.295528,0.813187,-0.044076,0.456572,0.18881,A
6475,0.068573,0.007106,0.288973,0.592954,-0.266459,0.295677,0.74192,0.375899,H
6476,-0.054866,-0.024299,0.079145,0.136282,-0.723232,0.295677,0.75454,0.500624,F
6478,-0.104241,-0.055704,0.299642,0.391249,1.560634,0.333428,-0.751571,-0.621908,A
6485,-0.264711,-0.448263,0.431229,-1.121421,0.107265,-0.195078,0.384813,0.282354,F
6486,-0.215336,-0.204876,0.456124,-0.099826,-0.764757,-0.157328,0.434419,1.124254,E
6487,0.031541,-0.346197,-0.009765,1.029902,1.685209,0.55993,-0.613897,-0.185368,A
6490,0.327793,0.179832,0.157386,-0.508846,1.228436,0.333428,0.027685,0.313536,A
6492,0.364825,-0.149918,0.171611,0.04277,-0.557133,0.069175,-0.315074,-0.840179,F
6494,0.241386,-0.126364,0.417003,0.096091,0.314889,0.446679,0.967566,0.937165,A
6496,0.15498,0.289748,0.207175,-0.007298,-0.806282,0.069175,-0.243645,0.18881,G
6501,-0.264711,-0.275537,0.384996,1.343918,1.43606,-0.157328,0.325072,0.001721,A
6502,0.068573,-0.204876,0.424116,1.412158,0.854712,0.182426,0.318703,0.344717,A
6503,0.043885,0.069915,0.285416,0.372779,-0.224934,-0.270579,-0.033686,0.313536,H
6505,-0.104241,-0.338346,0.384996,-0.096275,0.14879,0.824183,-0.105232,0.781258,E
6506,-0.091897,-0.118513,0.189393,1.280303,0.564038,0.597681,0.53633,0.251173,A
6507,-0.091897,0.258344,0.445454,1.643582,0.14879,0.484429,1.350108,-0.091823,W
6509,0.080916,0.062064,0.203619,0.577021,-0.307984,-0.119577,-0.08838,0.157628,H
6512,0.648733,0.242641,-0.045329,-0.444157,0.564038,0.484429,0.331071,0.157628,A
6513,-0.054866,-0.024299,0.079145,0.136282,0.896237,0.786433,-0.360001,-0.310094,F
6515,0.15498,-0.448263,0.356544,-0.003837,0.564038,0.031425,-0.59285,-0.559546,F
6517,0.327793,0.50173,0.050694,-1.018301,-0.930856,0.031425,0.544485,0.032902,G
6518,0.179667,-0.212727,0.132491,-1.306507,0.14879,-0.119577,0.427099,0.18881,A
6519,-0.042522,-0.3619,0.470349,-0.310721,-0.474083,0.597681,0.02289,-0.123005,F
6521,0.019197,0.525284,0.068476,0.166658,-0.515608,0.182426,0.277756,0.531806,F
6523,0.167323,0.313302,0.168055,-0.383198,0.480988,0.295677,0.131014,-0.185368,A
6526,-0.054866,-0.024299,0.079145,0.136282,0.813187,0.710932,-0.329655,0.126447,F
6533,-0.22768,0.085618,0.239183,-0.523467,0.231839,0.408929,0.235295,0.438262,E
6534,0.303106,0.352558,0.082701,0.703981,0.024215,0.333428,0.591276,-0.123005,F
6535,0.290762,0.109171,-0.112901,0.221262,-0.391033,0.220177,0.392598,-0.43482,A
6538,-0.042522,0.540986,0.253409,-0.836378,-0.224934,0.106925,1.284192,0.781258,A
6540,-0.425181,-0.220579,0.306755,0.496637,-0.764757,0.144676,1.425129,0.812439,E
6543,0.031541,0.203385,0.086258,0.045008,-0.723232,0.144676,0.43539,0.18881,F
6546,0.019197,-0.283388,0.214288,0.857677,0.024215,0.408929,-0.060577,0.40708,A
6547,-0.462213,0.352558,0.150273,0.56049,1.062336,0.182426,-0.288378,0.687713,E
6548,-0.054866,-0.024299,0.079145,0.136282,0.564038,0.371178,-0.239063,-0.154186,F
6550,-0.363462,-0.189174,0.641057,0.681245,-0.349509,0.106925,1.209773,0.937165,C
6554,-0.116585,-0.581733,0.569929,1.083313,0.356414,-0.044076,0.512838,0.095265,D
6555,0.09326,-0.267686,0.168055,-0.383884,-0.681707,0.371178,0.003494,-0.029461,A
6557,-0.054866,0.203385,0.05425,-0.028782,0.397939,0.55993,-0.601723,-0.091823,G
6558,0.500607,0.140576,0.388552,-0.637358,-0.557133,0.069175,1.288173,0.562987,H
6560,0.056229,0.007106,0.406334,0.455401,0.480988,0.333428,0.736717,0.656532,A
6562,-0.314087,0.540986,-0.041773,0.882562,0.896237,0.182426,0.125714,-0.341275,F
6564,-0.252367,0.093469,0.239183,-0.021441,2.100457,0.371178,-0.834514,-0.278912,A
6565,0.105604,-0.377602,0.260522,0.107578,-0.640182,-0.044076,0.785721,0.126447,F
6566,-0.240024,0.117022,0.235627,0.902912,-0.889332,0.52218,1.262176,0.282354,E
6567,0.031541,-0.09496,-0.031104,0.803253,0.688613,0.371178,0.626321,0.18881,A
6568,0.117948,0.23479,0.050694,0.220456,0.024215,0.257927,-0.182408,0.594169,A
6569,-0.252367,0.281897,0.146717,-0.082938,0.356414,0.144676,-0.381999,0.500624,E
6570,0.15498,-0.322644,0.175168,0.126526,-0.01731,0.635431,0.06741,-0.091823,A
6571,-0.215336,0.360409,0.096927,0.286189,-0.058835,0.295677,0.2185,0.40708,F
6573,0.130292,0.077766,0.299642,-0.693335,-0.515608,0.144676,0.105969,0.095265,A
6577,-0.017834,-0.440412,0.267634,1.39515,0.730137,0.069175,1.360398,0.812439,A
6580,-0.363462,0.23479,0.000904,0.759778,0.14879,-0.044076,1.012066,0.562987,G
6582,0.364825,-0.149918,0.171611,0.04277,-0.391033,0.182426,0.546291,-0.216549,F
6584,0.167323,0.117022,0.047137,-0.174809,0.356414,0.333428,-0.008582,-0.216549,A
6585,0.192011,-0.03215,0.249852,-0.418765,-0.557133,0.220177,-0.57827,-0.247731,F
6587,0.229043,-0.008597,0.175168,0.087408,-0.930856,0.52218,0.247449,-0.528364,A
6589,0.179667,0.321153,0.242739,0.045844,-0.10036,0.069175,-0.192077,0.064084,A
6593,0.229043,-0.181323,0.23207,-0.893459,-0.515608,0.446679,0.142023,0.18881,F
6594,0.15498,-0.471816,0.50947,1.205082,0.937762,0.55993,1.076758,0.438262,A
6595,-0.042522,-0.189174,0.33165,-0.664392,-0.681707,0.446679,-0.1933,0.219991,H
6596,0.377169,0.164129,0.139604,-0.241825,-0.224934,-0.232828,-0.44108,-0.123005,A
6597,0.216699,-0.291239,0.349432,0.50711,-0.266459,0.220177,0.596538,-0.123005,A
6598,0.377169,0.164129,0.139604,-0.241825,-0.01731,0.257927,-0.100728,-0.060642,A
6599,-0.597995,-0.071406,0.352988,0.220844,1.726734,0.446679,-0.471659,0.874802,E
6600,-0.437525,0.423218,0.388552,0.620852,-1.013906,0.220177,1.560202,0.375899,E
6601,-0.054866,-0.220579,0.466793,-0.21697,1.145386,0.975185,-0.944425,-0.278912,D
6602,0.031541,-0.040001,0.175168,-0.107256,-0.640182,-0.044076,-0.290125,-0.185368,F
6604,-0.042522,0.007106,0.264078,-0.162546,-0.141884,-0.006326,0.136567,0.937165,E
6605,0.006853,0.164129,0.125378,0.58451,0.231839,-0.006326,1.010785,0.718895,A
6607,0.080916,-0.244132,0.45968,0.426726,-0.557133,-0.044076,-1.743543,-0.87136,A
6609,0.105604,0.014957,0.377883,-0.432222,-0.515608,0.484429,0.039801,0.905984,H
6616,-0.22768,0.446772,0.534365,0.177429,-0.930856,0.182426,0.796128,0.562987,E
6617,0.09326,0.423218,0.022242,-0.203782,0.688613,0.220177,0.917222,-0.341275,A
6621,0.167323,0.690159,-0.08445,-0.009059,-0.141884,0.295677,-0.7978,-0.43482,F
6623,0.068573,-0.016448,0.274747,-0.03633,-0.307984,0.408929,0.35004,0.843621,H
6624,-0.314087,-0.063555,0.42056,0.003921,-0.764757,0.257927,-1.016145,-0.777816,D
6625,0.043885,0.407516,0.047137,0.460921,-0.141884,-0.157328,0.046868,0.438262,F
6626,0.15498,0.23479,0.210732,0.643738,0.356414,-0.38383,0.238187,-0.403638,A
6627,-0.128929,0.211237,0.075589,0.526356,0.397939,-0.232828,-0.389901,-0.746634,A
6628,-0.22768,0.250492,0.207175,-0.481276,-0.01731,0.635431,-1.394765,-0.123005,E
6629,0.142636,-0.330495,0.299642,0.418282,-0.10036,0.069175,-0.50552,-0.310094,A
6632,-0.202992,0.203385,0.33165,-1.115215,-0.474083,0.106925,0.324586,0.500624,D
6634,-0.153617,-0.840822,0.139604,-0.971903,0.107265,0.710932,-0.857113,0.937165,X
6635,0.031541,0.666605,-0.095119,0.010217,-0.764757,0.446679,1.473202,0.656532,G
6639,0.15498,0.595945,0.036468,-0.126143,0.024215,0.446679,-0.376232,-0.559546,A
6640,0.117948,0.124874,0.128935,0.3837,-0.391033,0.257927,0.327751,-0.341275,A
6642,0.229043,-0.354049,0.182281,0.210878,-0.266459,0.257927,0.715147,0.095265,A
6645,-0.00549,0.305451,0.018686,-0.04009,-0.141884,-0.006326,-0.574716,-0.247731,A
6646,0.216699,0.321153,0.128935,0.491087,0.730137,0.371178,0.099095,-0.403638,A
6648,0.648733,0.242641,-0.045329,-0.444157,0.813187,0.710932,-0.282204,0.126447,A
6651,-0.573307,0.376111,0.057807,0.047395,-0.889332,0.182426,0.014192,0.313536,G
6652,0.241386,-0.322644,0.310311,0.49055,0.231839,0.106925,0.127539,-0.123005,A
6654,-0.104241,-0.338346,0.384996,-0.096275,1.685209,0.899684,-1.570338,-0.840179,E
6657,-0.128929,-0.322644,0.288973,0.764881,0.439463,0.069175,0.929279,0.62535,F
6658,0.080916,-0.142067,0.171611,-0.470713,-0.224934,-0.308329,-1.09903,-0.777816,F
6659,-0.054866,0.313302,0.05425,0.218427,1.020811,-0.308329,-0.320394,0.126447,A
6661,0.105604,-0.251983,0.466793,0.287084,-0.01731,0.220177,0.052615,0.282354,A
6662,0.117948,0.171981,0.217845,1.738109,-0.349509,0.031425,0.797584,-0.247731,A
6663,-0.240024,-0.424709,0.089814,1.094532,0.647088,-0.006326,0.189377,0.531806,A
6664,-0.425181,-0.220579,0.306755,0.496637,1.062336,0.748682,-0.536973,0.219991,E
6665,0.130292,-0.024299,0.246296,0.121006,0.605563,0.106925,-0.202096,-0.029461,A
6666,0.031541,0.195534,0.246296,0.627208,-0.598658,0.408929,0.709186,0.500624,H
6667,-0.314087,-0.040001,0.303198,1.37665,0.480988,0.144676,-0.105931,0.531806,X
6669,-0.104241,-0.197025,0.221401,0.17367,1.103861,-0.157328,-0.415044,-0.341275,F
6672,0.019197,0.077766,0.349432,-0.356523,-0.930856,0.484429,-0.356545,-0.466001,H
6673,0.25373,-0.197025,0.260522,0.326888,0.231839,0.635431,0.28628,-0.154186,F
6674,-0.030178,0.014957,0.264078,0.374062,0.14879,0.182426,0.426808,0.313536,A
